local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
156.0,0.0,0.012199839153319266,0.0,2.0199999999999996,0.012199839153319266,105.4,25.1,0.0
192.1,105.4,0.011059287264518021,0.630863675,3.073555555555555,0.03629383426451802,74.1,11.5,105.4
253.8,74.1,0.04096431476923725,0.022698100000000002,2.5031666666666665,0.04187223876923725,99.5,51.9,12.2
286.3,161.4,0.006845152457088883,1.104298725,4.375086869747899,0.05101710145708889,90.0,0.0,148.8
322.7,102.6,0.05485826349428391,0.04224228750000001,3.004918340836301,0.0565479549942839,109.6,57.2,23.7
294.7,188.5,0.023251095635941292,1.123599275,4.135559446347031,0.0681950666359413,86.7,22.6,142.0
382.9,133.2,0.05776968185250033,0.4297994125000001,3.505838478824601,0.07496165835250033,116.0,52.8,79.7
336.6,169.5,0.03479505402304056,1.2486004625,4.064760098104594,0.08473907252304057,80.9,33.4,132.7
341.7,117.7,0.0574934784294784,0.1624168,3.51362358340348,0.06399015042947839,104.1,57.3,36.8
346.6,185.0,0.013676495465820074,1.3477830875,5.158390745330562,0.06758781896582008,93.7,8.1,165.1
379.1,113.6,0.0771764676248699,0.0338447375,3.2881797377332527,0.0785302571248699,106.8,71.3,18.1
418.5,202.3,0.06313344860258299,0.7477832,4.107640522028299,0.093044776602583,75.6,49.3,96.4
436.4,181.5,0.0748121387889208,0.20718572500000004,3.7657272705575293,0.08309956778892079,109.2,65.3,48.8
388.4,241.9,0.023663025412206235,1.6309012375000003,5.219786771996718,0.08889907491220622,75.1,18.2,190.7
395.1,126.3,0.06708054172830931,0.11670646250000001,4.064446450601617,0.07174880022830929,118.9,56.4,33.1
388.6,212.1,0.013881817095386953,1.6867759,5.612825442347099,0.08135285309538695,93.9,8.2,194.6
359.9,111.4,0.05432139019219166,0.12492576250000001,4.179819861003278,0.059318420692191676,106.9,51.5,53.9
307.7,164.4,0.010086959886284441,1.0824012,5.550469969571564,0.05338300788628445,93.3,6.3,164.4
339.2,93.3,0.06643706353127819,0.0438976,3.821495038972734,0.0681929675312782,105.6,61.5,15.2
303.4,183.7,0.02420792120983462,1.1184472125,5.071303867250704,0.06894580970983462,75.4,18.2,141.3
371.8,117.8,0.06556381908453154,0.088636625,4.238760448576842,0.06910928408453153,108.8,55.8,39.4
349.2,187.2,0.07097717088979047,0.0815887,3.6377255471132153,0.07424071888979046,107.2,69.4,29.6
294.4,264.8,0.005269773164966955,1.8021210499999998,5.832391854019424,0.07735461516496696,74.8,0.0,217.6
352.3,122.0,0.051781818883492224,0.35053698749999995,4.380844540506976,0.06580329838349222,112.6,44.4,66.9
365.0,167.7,0.05791315052344233,0.15598562500000002,4.314214053312133,0.06415257552344233,110.1,52.9,44.6
351.4,233.2,0.00673282413021857,1.7699396749999998,5.856350905508156,0.07753041113021858,95.0,0.0,233.2
420.0,95.0,0.08794020694002863,0.0328509,3.7005329655111034,0.08925424294002864,90.7,75.7,13.8
364.3,171.9,0.045322082553018235,0.7516053125,4.684149623995137,0.07538629505301823,79.4,37.5,105.7
383.1,145.6,0.06016096725955261,0.23312090000000002,4.179419454523329,0.06948580325955261,105.8,53.3,53.8
382.5,197.6,0.01848786617758157,1.2265952875000001,5.675577094032735,0.06755167767758156,85.5,10.0,185.9
449.4,97.2,0.0559741124598361,0.1277224875,4.665765750394205,0.0610830119598361,109.8,46.2,54.3
479.1,152.7,0.08708423139785858,0.15957920000000003,4.164847213411886,0.09346739939785859,112.2,69.0,35.2
482.3,229.7,0.03205848116792546,1.4735424250000002,5.493924775667849,0.09100017816792547,114.3,20.0,171.8
519.1,172.2,0.057633490295702285,0.5564863875,4.892974132117933,0.0798929457957023,118.5,46.9,98.1
496.2,192.6,0.0216300108831826,1.061777125,5.958847558612484,0.06410109588318261,125.4,10.0,177.8
514.0,140.2,0.09967038011107138,0.0661271875,4.226516179691466,0.10231546761107138,106.0,79.3,27.5
479.1,218.7,0.04850065543507675,0.8066503875000001,5.282295084015861,0.08076667093507675,76.8,38.3,114.9
