local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
133.0,0.0,0.01049681787555361,0.0,1.8433333333333333,0.01049681787555361,79.9,28.2,0.0
202.1,79.9,0.01682927105157306,0.48559636250000004,2.844666666666667,0.03625312555157306,102.7,20.0,79.9
267.8,102.7,0.03495323305163782,0.1291952375,2.8048333333333333,0.04012104255163782,114.1,38.8,34.3
259.9,182.5,0.011185859650893346,0.94147415,4.110528617363343,0.048844825650893355,76.1,7.9,165.4
304.7,93.2,0.04835597318962115,0.06064505,2.9523458971338834,0.050781775189621146,107.6,55.0,26.8
299.4,174.0,0.025521357972595814,1.1085728750000001,4.059570745782124,0.06986427297259583,82.4,24.3,121.0
321.2,135.4,0.048507479875488056,0.18328915,3.4571964839318694,0.05583904587548807,109.7,49.1,57.2
297.0,187.9,0.01783980148835703,1.1321934375,4.656192436196162,0.06312753898835703,78.0,15.4,159.9
312.5,106.0,0.05332801851288963,0.10404011250000003,3.0619937339298575,0.05748962301288964,101.2,61.3,32.1
299.4,175.1,0.025830920407377268,0.7934274875,4.156126185058929,0.05756801990737727,82.9,29.7,94.9
314.8,163.1,0.024398968088019092,0.6342505625000001,4.446745659414269,0.049768990588019105,102.1,22.1,118.9
322.9,146.3,0.05643127032541606,0.1158795,3.19257836938929,0.06106645032541606,88.7,63.6,33.0
274.2,202.0,0.011315321153766725,0.9849118374999998,5.20623777431745,0.050711794653766726,67.7,8.0,152.9
362.1,116.8,0.0800843629654536,0.052467200000000005,3.233193533194567,0.08218305096545359,95.7,72.5,25.6
344.3,186.9,0.03386313322674137,0.7629571125,4.273590655103162,0.06438141772674137,80.0,32.4,90.3
363.9,176.6,0.07006510174943806,0.2745706375,3.5609407358502345,0.08104792724943806,104.3,63.7,56.9
304.8,224.0,0.02400069743764126,1.4044762125,5.1899507472339135,0.08017974593764127,76.1,18.2,179.1
362.7,121.0,0.06986332164832851,0.0405224,3.3882361422940965,0.07148421764832849,90.8,67.5,14.8
353.6,197.0,0.03860215723676834,0.8108555624999999,4.28487944933487,0.07103637973676835,66.0,40.3,105.3
375.8,157.7,0.07551990366519426,0.18153922500000003,3.493111126581887,0.08278147266519424,96.5,71.5,37.8
353.5,216.4,0.020830704262328546,1.042977825,5.325130500185568,0.06254981726232853,93.8,16.5,153.6
400.7,156.6,0.08324068422291256,0.1144072,3.65390289088097,0.08781697222291256,104.6,73.5,33.2
360.1,228.0,0.020057394204216688,1.080010675,5.309707566572999,0.06325782120421669,91.1,15.3,154.4
430.1,164.7,0.07466727255994596,0.13197208750000003,3.774708711152914,0.07994615605994597,109.8,64.2,45.5
450.1,229.0,0.0167447152674432,1.4808809125000002,5.657627731062513,0.07597995176744321,97.7,9.3,194.9
461.8,131.8,0.08369189565403735,0.1993735,3.907875405086668,0.09166683565403735,114.5,67.9,48.2
415.6,198.1,0.03549365369485212,1.2527512875,5.064123502024094,0.08560370519485214,70.9,28.0,154.5
462.2,114.5,0.0634440873848803,0.1399118625,4.373687724833749,0.0690405618848803,108.1,54.8,42.9
439.1,179.7,0.05270007348497777,0.8728380250000001,4.712781592042823,0.08761359448497777,106.0,45.8,116.0
410.6,169.7,0.06034365873517039,0.5624506,4.268732368187697,0.0828416827351704,112.0,54.0,82.4
427.7,199.3,0.03467954501155362,1.3917484875,5.280675581056302,0.09034948451155363,123.0,26.9,159.3
385.8,163.0,0.08185549251910589,0.1624554875,3.9394855035652334,0.08835371201910588,93.7,73.9,37.3
405.1,219.4,0.03468134243979362,0.915184,5.147814777396324,0.07128870243979364,90.0,33.3,122.0
412.2,187.4,0.08480046621050796,0.42946188750000003,4.317468043042929,0.10197894171050796,114.7,68.4,65.1
359.6,237.0,0.018506008521471422,1.4865090625000001,6.150605477979875,0.07796637102147143,81.4,10.0,198.5
393.3,119.9,0.07571991164806995,0.0808230375,4.318152599871736,0.07895283314806995,106.2,65.4,36.3
311.6,189.8,0.014346064688898541,1.1465140249999999,6.0025703095910234,0.06020662568889854,91.5,14.1,152.8
350.2,128.5,0.05629822263381632,0.1624876875,4.811765897757185,0.06279773013381632,114.6,52.7,58.5
307.0,184.6,0.02594851302866703,1.2096465000000003,5.766193234490563,0.07433437302866705,91.9,18.4,150.6
373.6,125.9,0.04847774779924397,0.2036766375,5.034854872670719,0.05662481329924397,114.8,43.6,65.1
359.9,175.6,0.05631843834360247,0.2527362,4.346014277920606,0.06642788634360247,100.0,57.8,43.2
317.0,232.4,0.012724559632018947,1.6529832875000001,6.274725916964754,0.07884389113201896,79.3,8.5,205.9
388.3,105.8,0.06668426517666994,0.05835631250000001,4.4048424537116215,0.06901851767666993,99.9,60.5,26.5
375.2,179.2,0.014057746032547183,1.1109128250000002,5.810497986817883,0.058494259032547194,104.9,13.0,142.2
