local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
169.6,0.0,0.016430529944088786,0.0,1.9653333333333336,0.016430529944088786,100.4,30.2,0.0
201.5,100.4,0.01498222294402791,0.8088973000000003,3.0246666666666666,0.04733811494402791,68.3,14.7,100.4
316.5,68.3,0.0455268790670006,0.016187862500000004,2.8459999999999996,0.0461743935670006,111.6,47.5,10.9
301.9,169.0,0.029262650484096632,1.1880529125000001,3.9193333333333333,0.07678476698409663,68.1,26.3,142.5
323.0,94.6,0.06315086295105801,0.0693154125,2.7583333333333337,0.06592347945105802,89.2,66.2,17.7
347.9,166.1,0.03384913673685962,0.8921790125000001,4.521333333333334,0.06953629723685961,84.4,27.5,124.9
426.1,125.6,0.07426590297986482,0.19140258750000005,3.66641168200409,0.08192200647986483,112.2,58.7,51.3
462.1,186.5,0.020557470964020497,1.5251204,5.572041937008888,0.0815622869640205,105.3,10.0,185.8
539.7,106.0,0.10200135883561039,0.05827681250000001,3.4994360616844604,0.10433243133561039,105.2,80.0,26.5
506.8,184.7,0.04223590775113272,0.8122404125000001,5.178466489541018,0.07472552425113273,91.1,29.9,124.9
521.1,150.9,0.09866415291045258,0.153212175,3.9040420509866633,0.10479263991045258,104.3,79.0,36.6
485.2,218.6,0.053981455716050876,0.7836919,4.943813388069515,0.08532913171605087,81.3,40.0,92.6
500.3,207.3,0.021559209855599316,0.9928958625000002,5.764888066011215,0.061275044355599315,123.3,10.0,184.5
493.3,146.1,0.09351394036855074,0.18867680000000003,3.992056598924448,0.10106101236855074,106.2,77.2,37.6
410.1,214.7,0.03670998705435175,0.8329750375000001,5.285145734750359,0.07002898855435176,82.8,28.2,127.7
477.4,169.8,0.08008533146166452,0.1610048,4.286016107680083,0.08652552346166452,108.3,66.6,48.4
476.0,229.7,0.05215620918867956,1.4187948625,5.104609064563556,0.10890800368867955,95.9,39.2,152.9
518.9,172.7,0.07716608497429074,0.26475637500000004,4.611957475404085,0.08775633997429075,116.3,59.5,66.0
531.1,223.0,0.032487412573623975,1.6549234375000001,5.7995746935948365,0.09868435007362399,121.9,20.0,192.5
550.5,152.4,0.10200308550930404,0.0776206125,4.270174189511297,0.10510791000930404,110.6,80.0,29.1
518.2,233.9,0.0425462283782902,0.8974125,5.629631465131358,0.07844272837829021,89.2,30.0,135.6
565.0,187.5,0.06063452227841733,0.30918115,5.166491297324911,0.07300176827841733,109.4,47.7,84.8
535.5,212.1,0.09566277039743012,0.2742779125,4.3522685696439325,0.1066338868974301,105.5,77.9,44.3
523.9,273.3,0.05401999902196962,1.1086159500000001,5.444661085673246,0.09836463702196963,85.8,40.0,140.4
516.4,218.7,0.08045792919599568,0.32637241250000004,4.728902899315073,0.09351282569599567,114.1,65.8,61.3
494.4,271.5,0.028232842979666845,1.6731187125000002,6.226115655042925,0.09515759147966685,108.8,18.9,197.1
539.3,183.2,0.0895472705366844,0.17600118750000002,4.720089460998618,0.0965873180366844,117.9,69.8,45.9
531.4,255.2,0.030968864447156307,1.7424141250000003,6.186031889140384,0.10066542944715633,94.7,20.0,197.0
555.0,152.9,0.08873232065944076,0.139256425,4.818377938019288,0.09430257765944075,109.9,69.5,46.4
561.8,216.4,0.08198929289924875,0.1893685625,4.769831122398936,0.08956403539924876,106.3,67.3,46.9
533.3,275.8,0.03221918785093798,2.1047934625,6.326756045322606,0.116410926350938,114.7,20.0,208.1
552.7,182.4,0.09103756415634254,0.1694763,4.731753101747588,0.09781661615634253,95.0,75.0,37.8
535.2,239.6,0.0973416836560658,0.1271880125,4.933353329094513,0.1024292041560658,107.6,78.6,33.7
489.5,313.5,0.01741381849862055,1.8431616125,7.0475555704485116,0.09114028299862056,90.9,9.4,216.7
533.6,187.7,0.08942261809474757,0.10136805000000002,5.303730122976919,0.09347734009474756,109.4,69.7,41.4
535.0,255.7,0.03198677010261956,1.7782258499999997,6.983444397217572,0.10311580410261958,102.9,20.0,190.2
604.8,168.4,0.08659832085486531,0.3811841625,5.299299566835193,0.1018456873548653,103.5,68.8,59.7
615.1,212.2,0.07899422849434592,0.7535042000000001,5.662467958981106,0.10913439649434593,114.8,60.0,89.2
584.2,237.8,0.043588678911794264,1.8008397000000003,6.619985654744605,0.11562226691179425,116.5,30.0,186.6
620.9,167.7,0.0905044649689322,0.11724196250000003,5.550221709955858,0.09519414346893221,124.3,70.0,40.3
604.8,251.7,0.04246884565715099,1.3534204625000001,6.945962114938292,0.09660566415715101,90.3,30.0,164.5
629.3,177.5,0.09050756193644587,0.14791970000000002,5.492075874279356,0.09642434993644586,112.3,70.0,43.6
559.4,246.2,0.11289956367059714,0.07049690000000002,5.053080928126769,0.11571943967059714,84.7,90.0,17.8
