local_queue,uav_queue,energy_user,energy_uav,delay,weightedE
0.0,0.0,0.0,0.0,1.1,0.0
76.9,0.0,0.0009076868608653409,0.0,1.7272222222222222,0.009076868608653409
126.6,25.6,0.0017809764754928327,0.00711992,1.7403703703703701,0.024929684754928325
136.9,38.7,0.002646159204179166,0.006141250000000001,1.9038888888888887,0.03260284204179166
135.4,84.7,0.002361390030155961,0.029063788606528758,1.6852698412698413,0.05267768890808837
165.7,78.0,0.003078187975940877,0.036438235,1.9757678410117436,0.06722011475940877
192.2,49.4,0.0032772992294517133,0.014334153750000004,1.8099151388197554,0.04710714604451713
165.7,72.6,0.0030504497128970415,0.0104419125,1.8210755745084104,0.04094640962897043
185.5,81.9,0.0030852646784645635,0.0208436525,2.134081943509821,0.051696299284645635
166.2,91.5,0.0025803154927888264,0.020638543750000005,1.7047128777082736,0.04644169867788827
197.1,66.4,0.003473105109458856,0.008790929999999999,1.4925993320961788,0.043521981094588554
200.2,112.4,0.0037457528691486816,0.01051077375,1.7235215053763444,0.04796830244148681
175.9,126.5,0.0034180771362873085,0.029594542499999998,1.8130192228256494,0.06377531386287308
160.9,115.8,0.0031692437054174627,0.02522893625,1.8391727520710397,0.05692137330417463
166.1,112.5,0.002961917352116135,0.023884864999999998,1.7197780174751736,0.053504038521161354
172.5,87.3,0.0026040736722248155,0.017310175000000004,2.076505006411048,0.04335091172224817
176.8,85.6,0.003091391088757175,0.01406270125,1.8596247676647302,0.04497661213757176
165.3,94.5,0.0033811708815272685,0.0214981625,1.887613888842457,0.05530987131527268
194.9,68.8,0.004270048815605952,0.00140608,2.081813811896526,0.04410656815605952
158.5,145.1,0.001923768681313712,0.04658674125,1.8107161466288375,0.06582442806313712
156.7,89.4,0.0025135676715983,0.01877704875,1.7889148990527715,0.043912725465983
197.3,61.9,0.003404474663255107,0.01016852375,1.7261891675846985,0.04421327038255107
189.6,119.0,0.0027820035145655025,0.020455300000000003,1.760810716596314,0.04827533514565503
197.4,99.0,0.003034501195127136,0.016321350000000002,1.8283856721345821,0.04666636195127136
190.3,113.3,0.0031896983422849815,0.0146395875,1.844827182004059,0.046536570922849824
197.7,113.0,0.003387963825528769,0.02614698125,1.905651833223588,0.0600266195052877
186.2,100.5,0.0027585940918886907,0.019656268750000004,1.8570259283189663,0.04724220966888691
210.3,91.3,0.0036250490921340534,0.014444538750000003,1.7830248887138098,0.05069502967134054
190.4,111.4,0.0029812816621779268,0.020674816250000002,1.6911896014953054,0.05048763287177927
199.1,61.7,0.0036861778283065034,0.010066420000000001,1.7714353952618715,0.046928198283065034
195.6,104.8,0.0034083545554601477,0.017612482500000002,1.869017056938479,0.051696028054601474
229.7,87.3,0.004465246768222153,0.015045268750000002,1.8597546680728012,0.05969773643222154
220.5,101.5,0.003843423163431598,0.015708175,1.8765179797489757,0.054142406634315986
204.8,116.2,0.003248009509643477,0.020015593750000005,1.8772318508547694,0.05249568884643477
218.4,89.2,0.003509721455709696,0.01710599375,1.7138303647365754,0.05220320830709696
231.1,85.7,0.004121415407647313,0.01116399375,1.8396409643352865,0.052378147826473126
167.5,132.5,0.0018499855316659874,0.028066375000000005,1.7112337723835371,0.04656623031665988
198.4,60.1,0.003942036739776895,0.0054065450000000004,1.8871645016455112,0.04482691239776895
198.2,95.5,0.0033632967398896955,0.01405669125,1.9021100396341333,0.04768965864889695
189.2,101.5,0.00253578292084745,0.0206696375,1.7048755797673423,0.0460274667084745
201.5,81.6,0.002822561272449052,0.01198339875,1.7005766607938722,0.040209011474490526
179.1,110.2,0.0021603628901351664,0.014873318750000003,1.6935606501062168,0.03647694765135166
194.7,76.6,0.002889653772647241,0.00993451625,1.6919544704115317,0.038831053976472414
161.9,109.8,0.0019188479317741145,0.015325413750000003,1.6842308391374943,0.03451389306774115
144.5,87.7,0.0015717481881405016,0.010944289999999999,1.6792058354553618,0.02666177188140502
185.6,82.6,0.003012551013097827,0.00841401875,1.6790979125150496,0.038539528880978266
163.4,96.3,0.002289478659507407,0.01364418,1.6788492022601045,0.03653896659507408
160.5,87.7,0.0028028239972529324,0.008233587499999999,1.6814015321316649,0.03626182747252932
217.2,53.9,0.004229417190315396,0.00569269,1.6870678368296506,0.04798686190315397
218.3,100.2,0.00349928177652694,0.01825831125,1.6908552351643809,0.0532511290152694
223.6,94.2,0.0037339732318055507,0.01449196875,1.6961777938316707,0.051831701068055513
218.7,94.0,0.003307404453326804,0.01436457875,1.698118337585876,0.04743862328326804
230.7,94.9,0.0036487770330040775,0.012469205000000004,1.700189986540965,0.04895697533004077
234.0,100.2,0.0035346466062577027,0.01431893625,1.7029806200682789,0.04966540231257704
234.1,94.0,0.003383473073968421,0.01517292875,1.7067103374610482,0.04900765948968421
252.5,103.7,0.003508175979565543,0.0161040775,1.7112727580432292,0.05118583729565543
