local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a
137.2,9.4,0.008628305301092452,0.0,2.5009783860056647,0.008628305301092452,20.1,78.1
144.7,29.5,0.01125,0.010150751250000001,2.4992816556758326,0.012265075125,0.0,90.0
151.7,9.4,0.009254855636235378,0.0,2.4386456967424213,0.009254855636235378,38.6,77.7
131.0,48.0,0.0066551590400481895,0.0196459525,2.3066305728022525,0.008619754290048189,28.6,60.8
120.3,38.0,0.007832254359502362,0.029242070000000002,2.385419905456329,0.010756461359502362,16.7,69.3
136.5,26.1,0.00940725875,0.00582182875,2.5081218548958892,0.009989441625,0.0,81.1
133.1,9.4,0.007354304706189392,0.0,2.3854328719001168,0.007354304706189392,42.9,68.0
153.0,52.3,0.008981491250000001,0.026935301250000005,2.3798452456854067,0.011675021375000002,0.0,75.7
158.2,9.4,0.007945160562109217,0.0,2.389292211334744,0.007945160562109217,39.1,70.8
131.6,48.5,0.004554036599033093,0.03460184000000001,2.3140768354001997,0.008014220599033093,35.0,47.5
133.5,44.7,0.006457788467133879,0.016851623750000003,2.3632952867443136,0.00814295084213388,31.1,60.8
107.4,51.7,0.003876538388810871,0.03550616000000001,2.1648472314851057,0.0074271543888108724,40.0,33.8
128.0,50.5,0.007249887035203459,0.029859840000000006,2.217430638803886,0.010235871035203459,29.7,64.0
142.1,51.4,0.00886505375,0.02299968,2.4427109274839025,0.01116502175,0.0,76.3
166.4,25.0,0.009430573827736852,0.0,2.406231646996661,0.009430573827736852,38.7,77.9
126.8,63.7,0.005894742470474325,0.03375000000000001,2.3755105884356396,0.009269742470474325,23.7,62.9
123.3,57.4,0.00768569125,0.016640066250000002,2.4805921755088423,0.009349697875,0.0,68.9
156.4,33.7,0.008029314312211308,0.0,2.429734551567255,0.008029314312211308,25.9,75.0
141.7,59.6,0.00766955991645016,0.021717473750000004,2.347753870523101,0.00984130729145016,18.6,70.2
140.3,52.3,0.00975176875,0.00804357,2.4784713272543057,0.010556125750000001,0.0,84.5
136.2,33.7,0.008976908482787512,0.00175616,2.434790353581824,0.009152524482787512,21.7,75.6
128.3,44.2,0.007970377212942456,0.012772891250000001,2.4307110723550145,0.009247666337942457,19.1,70.1
108.6,41.6,0.0062935093548200415,0.00870983875,2.3899670731096134,0.007164493229820041,25.8,61.0
123.4,48.3,0.007755251886545929,0.02149737625,2.3891835355837565,0.009904989511545928,9.7,71.6
132.0,29.3,0.01152260875,0.0,2.5481527777777777,0.01152260875,0.0,97.1
140.6,29.3,0.009593990294038705,0.0,2.4239159493102145,0.009593990294038705,28.3,83.0
138.6,57.6,0.008818661250000002,0.028331483750000004,2.4205463672050973,0.011651809625,0.0,75.9
154.8,29.3,0.009692614187510365,0.0011408412500000002,2.5138257802924704,0.009806698312510364,20.0,83.9
176.4,39.6,0.007692425419669006,0.01,2.336686474269103,0.008692425419669006,47.8,62.3
149.0,67.4,0.006504165172794428,0.025996093750000004,2.14493771224425,0.009103774547794428,68.2,52.4
111.2,108.1,0.006245136838741613,0.052896857500000005,2.1745755949953467,0.011534822588741615,17.9,52.7
125.0,53.2,0.009440491453435593,0.0,2.5039235754276308,0.009440491453435593,23.1,79.0
126.5,76.3,0.00938015625,0.01540798875,2.4988763802013927,0.010920955125000001,0.0,82.5
140.5,53.2,0.008722045837880518,0.00592704,2.4754001684982834,0.009314749837880519,24.8,75.7
131.2,61.2,0.007724394357619152,0.01906624,2.3370837157907545,0.009631018357619151,27.0,67.9
129.5,63.4,0.0068261531435451425,0.02460375,2.2829800340459188,0.009286528143545143,41.2,57.6
126.4,77.6,0.00875,0.033042258750000005,2.315624355298908,0.012054225875,0.0,70.0
136.2,18.5,0.008937233200275813,0.0,2.4487108040926406,0.008937233200275813,25.7,78.7
109.0,44.2,0.007655609684045763,0.021462131250000002,2.429512832665684,0.009801822809045763,14.8,68.2
132.7,27.5,0.008368300836571115,0.00405224,2.4612388010319846,0.008773524836571114,18.2,69.7
133.0,30.9,0.006403266275587745,0.007535710000000001,2.2386090679411383,0.007156837275587744,52.8,50.2
112.7,65.5,0.0051811032613144955,0.008878105000000002,2.322775031398841,0.006068913761314495,41.3,40.9
97.4,77.2,0.0049637050000000005,0.024077383750000004,2.426434195564641,0.007371443375,0.0,57.8
143.1,35.9,0.007866921206466966,0.0,2.423863247993693,0.007866921206466966,49.6,69.3
131.9,85.5,0.00975544625,0.040542031250000006,2.3603985769063005,0.013809649375000002,0.0,79.3
148.7,35.0,0.010138240000000001,0.02097152,2.487257845674324,0.012235392000000001,0.0,84.8
135.9,9.4,0.00916681836593001,0.0,2.4845854411789725,0.00916681836593001,33.5,82.6
109.6,42.9,0.00695772625,0.03375000000000001,2.470739372264479,0.01033272625,0.0,67.7
134.0,12.9,0.007646860208145996,5.3593750000000005e-05,2.4707043796613863,0.007652219583145997,21.0,68.9
120.4,30.4,0.00787346375,0.01157625,2.463525457860505,0.00903108875,0.0,73.9
164.8,9.4,0.008527804544703805,0.0,2.4276391175786327,0.008527804544703805,39.1,74.7
123.4,48.5,0.005151986712089858,0.01878608375,2.2140234344200427,0.0070305950870898585,42.9,43.1
115.1,52.3,0.006240761817751452,0.025561428750000004,2.2568953751885443,0.008796904692751451,22.9,55.7
105.8,32.3,0.006935133822799866,0.015011236250000004,2.402287924634617,0.008436257447799866,18.2,63.6
118.3,27.6,0.008969535692298452,0.007535710000000001,2.392530069244355,0.009723106692298453,12.3,76.8
122.1,21.7,0.007269326171418932,0.0,2.436858636527511,0.007269326171418932,26.5,70.0
125.8,48.2,0.008041021032198472,0.023262031250000002,2.2987724742801583,0.010367224157198474,23.7,71.3
122.7,45.4,0.006291865744461797,0.016640066250000002,2.161041558255409,0.007955872369461795,55.2,53.9
97.8,76.9,0.00598697375,0.0197113525,2.3581019731392185,0.007958109000000001,0.0,57.1
127.7,40.7,0.00941083875,0.008573750000000002,2.446580482344497,0.01026821375,0.0,83.1
158.1,21.7,0.007083488219645058,0.0,2.4024089148175016,0.007083488219645058,47.3,66.2
163.1,69.0,0.008469500257268028,0.024331386250000003,2.180755624030811,0.010902638882268029,64.5,59.7
116.2,106.6,0.00574042,0.03954848625,2.394442032301849,0.009695268625,0.0,57.2
156.1,57.7,0.010020987133931156,0.01462135375,2.3644385806069588,0.011483122508931156,21.0,80.0
149.5,56.0,0.007738290230611493,0.01390233375,2.3419615213637814,0.009128523605611493,37.5,65.4
115.0,60.2,0.00892993125,0.019652343750000002,2.381230231648819,0.010895165625,0.0,76.5
136.7,22.7,0.010144118275513732,0.0,2.4307858759690966,0.010144118275513732,24.7,84.8
117.2,47.4,0.007815576250000001,0.01883652875,2.4234864495271786,0.009699229125,0.0,73.1
103.7,22.7,0.00850391125,0.0,2.5125537634408603,0.00850391125,0.0,80.3
121.2,22.7,0.00905932875,0.0,2.5112266666666665,0.00905932875,0.0,81.9
136.9,22.7,0.010593618750000002,0.0,2.5113051146384477,0.010593618750000002,0.0,88.5
127.1,22.7,0.007841547163350384,0.0,2.3681730965136207,0.007841547163350384,26.3,70.6
103.3,49.0,0.007185436250000001,0.02273930875,2.3641407757788806,0.009459367125000001,0.0,66.1
112.0,22.7,0.00812884538387781,0.0,2.411982279446718,0.00812884538387781,23.7,76.7
89.9,46.4,0.00617903125,0.016640066250000002,2.403031226635,0.007843037875,0.0,64.1
99.4,22.7,0.005361569436946852,0.0,2.3988157245798036,0.005361569436946852,27.7,54.9
131.4,50.4,0.005960921147687143,0.026567416250000003,2.2378875397253246,0.008617662772687143,41.2,56.3
124.0,63.9,0.007564592618989568,0.02752071625,2.2955583479463018,0.01031666424398957,22.3,65.1
154.7,31.7,0.0063664467307293195,0.01386195875,2.296692563107616,0.007752642605729318,35.6,53.2
186.3,45.0,0.009374610961596953,0.022014595000000005,2.294648853638834,0.011576070461596954,31.7,70.0
211.3,41.1,0.008822601934276152,0.03375000000000001,2.2939623232251423,0.012197601934276152,42.8,70.0
209.7,53.9,0.00889475156179282,0.029556020000000006,2.2969895143522905,0.011850353561792818,51.2,67.8
152.9,74.7,0.00822030861499842,0.03375000000000001,2.311420549859005,0.011595308614998419,34.7,71.6
155.7,79.4,0.005865821734121164,0.04529759625,2.1624712425568524,0.010395581359121164,44.2,49.2
148.0,60.9,0.006904971444030329,0.030491922500000008,2.304933397341637,0.00995416369403033,21.6,61.5
167.5,38.3,0.007532178096025142,0.012597120000000003,2.418175494752986,0.008791890096025143,33.1,66.8
142.3,49.8,0.007089910152022571,0.03375000000000001,2.4144665394783416,0.010464910152022572,19.4,66.1
141.4,39.2,0.0064458310786258185,0.009163968750000001,2.4115314625207747,0.007362227953625819,21.1,62.3
168.1,37.8,0.008635124140726615,0.011742413750000001,2.411062749985377,0.009809365515726616,26.8,74.3
154.7,43.5,0.009396863572657073,0.02406104,2.3907843554117947,0.011802967572657074,20.6,78.0
178.1,37.3,0.009880861250000001,0.01092727,2.450608589783839,0.010973588250000001,0.0,85.3
162.6,16.7,0.010136020884725075,0.0,2.474253421316873,0.010136020884725075,18.1,86.4
159.1,34.8,0.0097749775,0.007412176250000001,2.474312377104139,0.010516195124999999,0.0,81.8
127.6,16.7,0.00670714375,0.0,2.5320879940343026,0.00670714375,0.0,67.7
159.6,16.7,0.0087934775,0.0,2.5336962962962963,0.0087934775,0.0,80.8
186.1,16.7,0.008784217897798773,0.0,2.425343460033351,0.008784217897798773,27.9,74.4
149.4,44.6,0.007859130192763835,0.027147048750000003,2.3627380073092032,0.010573835067763836,18.2,69.8
179.2,34.9,0.008129745109332518,0.007535710000000001,2.4184176308223835,0.008883316109332517,20.3,71.7
196.0,37.0,0.006533638148704222,0.01045678375,2.302617658586488,0.007579316523704223,58.7,55.9
150.9,75.4,0.005907464617727936,0.06323384125,2.2972422566478525,0.012230848742727939,32.0,57.0
183.6,48.7,0.009135192419546443,0.03375000000000001,2.4144608922947737,0.012510192419546446,24.9,76.1
162.4,43.6,0.008912471250000002,0.01929781125,2.480741820871696,0.010842252375000002,0.0,80.1
193.3,18.7,0.009421651255729574,0.0,2.465694771968184,0.009421651255729574,27.1,82.1
178.6,45.8,0.007874476301824604,0.02487813875,2.393171343542144,0.010362290176824603,21.3,67.5
186.1,40.0,0.007991266112464642,0.012219275000000002,2.1779896748560916,0.009213193612464643,70.3,51.9
131.0,82.3,0.005307653473460923,0.0603786025,2.11448751053872,0.011345513723460923,39.6,46.7
135.3,64.1,0.00779885625,0.02352637,2.483031397464397,0.010151493250000001,0.0,72.3
144.5,37.5,0.006567842725639266,2.197e-05,2.4381229005292058,0.006570039725639266,41.9,57.1
121.3,76.8,0.007382066250000001,0.02319531625,2.4324631854127765,0.009701597874999999,0.0,68.7
132.5,34.9,0.00873244951575285,0.0,2.5095943193407613,0.00873244951575285,18.2,79.7
123.4,53.1,0.008125565,0.007535710000000001,2.5063228227290226,0.008879136,0.0,77.8
122.9,34.9,0.00927906875,0.0,2.555648702594811,0.00927906875,0.0,86.5
126.8,34.9,0.00841733875,0.0,2.5547751322751324,0.00841733875,0.0,76.7
146.1,34.9,0.01064232,0.0,2.555180802103879,0.01064232,0.0,91.2
121.1,34.9,0.0084357375,0.0024414062500000004,2.506561368936184,0.008679878125,0.0,77.4
130.8,22.4,0.008562887500000001,0.0,2.5533593242365167,0.008562887500000001,0.0,83.0
137.8,22.4,0.008389506077893875,0.0,2.501968584068957,0.008389506077893875,21.7,74.4
157.1,44.1,0.00911185625,0.012772891250000001,2.5000017576499225,0.010389145375,0.0,80.5
159.7,22.4,0.006511932453398472,0.0,2.358252519520348,0.006511932453398472,60.8,59.6
102.9,83.2,0.0032294124665471617,0.03168514,2.271515776768257,0.006397926466547162,15.8,38.0
136.5,38.2,0.006392728077760516,0.004930390000000001,2.3761501064668193,0.006885767077760517,24.1,60.7
113.4,46.5,0.0075589289655915316,0.017496901250000002,2.3952883361374484,0.009308619090591531,0.3,66.7
123.1,22.7,0.007796046249999999,0.0,2.550355805243446,0.007796046249999999,0.0,77.3
152.7,22.7,0.0121462875,0.0,2.551173184357542,0.0121462875,0.0,99.0
154.0,22.7,0.009639166250000001,0.0,2.5520617283950613,0.009639166250000001,0.0,87.7
146.9,22.7,0.007803205309137232,0.0,2.5033064637864926,0.007803205309137232,21.7,71.4
135.4,44.4,0.007843748063480867,0.012772891250000001,2.3954430182196447,0.009121037188480868,24.5,67.6
109.4,47.2,0.00768024625,0.01838265625,2.4413766932562866,0.009518511875,0.0,71.3
150.2,22.7,0.009113560962767475,0.0,2.440821491820973,0.009113560962767475,23.3,80.2
117.9,46.0,0.0085501675,0.01581167125,2.4377942242165656,0.010131334625,0.0,78.8
141.4,22.7,0.005739948491699389,0.00274628375,2.3141036398086756,0.006014576866699388,40.8,53.6
142.8,50.2,0.007410650005299946,0.023792703750000005,2.333417878420186,0.009789920380299945,21.9,65.6
116.9,45.4,0.005266834312880657,0.01663335,2.3621999754199168,0.006930169312880656,25.3,51.3
144.2,34.7,0.006405486214530652,0.02024284625,2.397156949268295,0.008429770839530653,37.6,56.5
123.3,47.0,0.00682318125,0.01749293,2.4444832645895165,0.00857247425,0.0,63.3
172.2,9.4,0.008333853826109962,0.0,2.4474165009320794,0.008333853826109962,48.7,73.3
154.5,58.1,0.007078261350605475,0.03757752875,2.1900863816469003,0.010836014225605473,68.3,44.0
118.8,77.7,0.006494454919897074,0.014238281250000002,2.3789180388953106,0.007918283044897074,49.2,52.8
96.9,104.4,0.003764545452341496,0.07027597000000001,2.18236212103079,0.010792142452341495,9.6,38.3
151.1,19.0,0.007877036967204064,0.0,2.411362028045889,0.007877036967204064,44.8,68.8
119.2,63.8,0.005738549012151713,0.02961056,2.299361367360502,0.008699605012151713,23.7,55.7
152.8,42.7,0.007700553378575314,0.016640066250000002,2.2626959757143714,0.009364560003575313,47.3,65.6
131.3,66.3,0.008096284999999998,0.03506053375,2.369840267294607,0.011602338375,0.0,72.4
123.5,19.0,0.0054993364011139785,0.0,2.3715807049601905,0.0054993364011139785,47.3,54.0
114.8,66.3,0.0051134112858779905,0.036411231249999995,2.2307647913876174,0.008754534410877991,28.2,43.0
145.2,37.6,0.005663455512531242,0.028032209999999995,2.3455856680779323,0.008466676512531243,42.5,52.2
119.3,51.9,0.00669827875,0.02413309375,2.4245997263997827,0.009111588125,0.0,64.7
136.1,9.4,0.009216887500000001,0.0,2.5439244663382596,0.009216887500000001,0.0,84.2
113.2,9.4,0.0090172,0.0,2.5425217864923746,0.0090172,0.0,83.0
103.9,9.4,0.0065305925000000015,0.0,2.5406287262872627,0.0065305925000000015,0.0,76.6
155.5,9.4,0.00988166385054962,0.0,2.4858195945164057,0.00988166385054962,17.4,84.2
143.4,26.8,0.011589658749999999,0.0,2.5417874396135263,0.011589658749999999,0.0,97.1
119.9,26.8,0.0053194580023017985,0.006585030000000001,2.361752486727456,0.005977961002301797,33.1,54.2
100.6,42.5,0.007464393750000001,0.01581167125,2.4756679099323113,0.009045560875,0.0,72.9
109.2,19.2,0.00898076,0.0,2.537206349206349,0.00898076,0.0,83.8
84.8,19.2,0.00596162625,0.0,2.534386519220642,0.00596162625,0.0,60.9
119.3,19.2,0.00859961,0.0,2.5334014675052416,0.00859961,0.0,80.2
149.2,19.2,0.009765674930618983,0.0,2.3141795531647036,0.009765674930618983,44.7,79.1
96.1,63.9,0.0071952775,0.02954987875,2.393810499345343,0.010150265375,0.0,71.6
117.6,35.2,0.006176732777309516,0.00629649,2.2789861633600426,0.006806381777309517,51.1,54.5
119.2,60.5,0.0072942400000000004,0.041698238750000005,2.354986106612666,0.011464063875000001,0.0,68.6
134.3,9.4,0.009549527096189461,0.0,2.4467275870644096,0.009549527096189461,21.8,81.2
102.3,31.2,0.0097808925,0.01295029,2.4440751577818842,0.0110759215,0.0,84.6
107.5,9.4,0.007469615739432939,0.0,2.4490999262816233,0.007469615739432939,19.9,73.1
115.0,29.3,0.0074244887499999995,0.00985074875,2.4451992901992905,0.008409563625,0.0,74.9
140.6,9.4,0.006578388795228358,0.0,2.4089394056861098,0.006578388795228358,43.9,60.2
138.2,53.3,0.007952102418121401,0.01706489875,2.3662899079314172,0.009658592293121401,27.8,70.6
142.7,57.2,0.007593774078184295,0.02685619000000001,2.366072446986442,0.010279393078184295,23.3,70.1
118.2,52.7,0.00753147421126042,0.02581167125,2.329093581960548,0.010112641336260423,20.4,60.6
152.1,29.8,0.008233586211333927,0.01061208,2.342292069318551,0.009294794211333928,28.8,73.1
162.0,38.2,0.008925971242116536,0.029859840000000006,2.3731589409495126,0.011911955242116537,27.8,75.1
150.8,37.2,0.008831507106659139,0.02685619000000001,2.387783213472784,0.011517126106659139,25.2,73.1
161.1,34.6,0.008183961017980695,0.020003760000000002,2.2409864209067516,0.010184337017980697,48.3,66.9
142.2,57.7,0.007711914119393643,0.01771561,2.321369627314426,0.009483475119393642,46.4,65.3
121.0,79.9,0.007837126250000001,0.04875832125,2.249729967026823,0.012712958375,0.0,66.7
130.3,9.4,0.008767789027660539,0.0,2.4691504372348865,0.008767789027660539,26.2,71.8
113.2,35.6,0.00854161375,0.02248091,2.465792758716117,0.01078970475,0.0,76.7
121.5,9.4,0.008408377681117076,0.0,2.4645555027017783,0.008408377681117076,21.5,76.3
93.7,30.9,0.0045928880175489075,0.012422968750000003,2.3716924673188715,0.005835184892548908,25.4,53.8
99.0,34.8,0.00708171625,0.02048383,2.431314321429919,0.009130099249999999,0.0,65.3
102.7,9.4,0.00699526125,0.0,2.5201412429378527,0.00699526125,0.0,75.3
103.2,9.4,0.009209513749999999,0.0,2.518565400843882,0.009209513749999999,0.0,81.7
126.7,9.4,0.008572973671712,0.0,2.4339024276377215,0.008572973671712,23.8,72.6
76.5,33.2,0.0045292875000000005,0.016851590000000003,2.4290842914694926,0.006214446500000001,0.0,54.6
106.7,9.4,0.0085930425,0.0,2.5139305555555556,0.0085930425,0.0,79.8
132.5,9.4,0.01076749625,0.0,2.5137574919317656,0.01076749625,0.0,93.1
135.2,9.4,0.008421962302831005,0.0,2.450845063897001,0.008421962302831005,21.8,76.8
152.0,31.2,0.010017124154380214,0.01295029,2.361197109958057,0.011312153154380214,23.1,80.0
120.8,32.5,0.00800522625,0.01540798875,2.42447944255819,0.009546025125,0.0,74.7
144.6,9.4,0.009136390415482523,0.0,2.4469960331527147,0.009136390415482523,31.1,78.5
127.7,40.5,0.0077408397086240685,0.03375000000000001,2.3428581462550517,0.01111583970862407,27.2,68.4
121.1,37.7,0.008072107581346657,0.02515456,2.321408355932741,0.010587563581346656,21.8,71.4
147.8,32.3,0.007523771007504181,0.01295029,2.3596074409803744,0.00881880000750418,18.8,63.1
147.3,29.3,0.007175938284239807,0.008305840000000002,2.2462452776607145,0.008006522284239806,54.0,58.5
151.7,64.5,0.007605991580604014,0.05010052500000001,2.1781368923606004,0.012616044080604016,43.1,59.5
170.0,53.6,0.009116100538512943,0.02598983875,2.2706484736009265,0.011715084413512943,25.6,70.0
173.6,36.1,0.007994710096566772,0.02097152,2.23387955705035,0.010091862096566772,54.2,65.4
157.0,64.7,0.007132035478783982,0.04232375000000001,2.2553255395321727,0.011364410478783985,24.4,62.3
129.3,40.1,0.008067050438848433,0.01815848,2.3221191390651215,0.009882898438848434,23.9,72.3
93.2,39.6,0.007703747499999999,0.0,2.516544662309369,0.007703747499999999,0.0,70.4
118.2,39.6,0.007475022500000002,0.01706489875,2.4156427569140813,0.009181512375000003,0.0,71.2
157.8,15.7,0.011199598750000001,0.0,2.516675313445741,0.011199598750000001,0.0,95.9
141.3,15.7,0.01044976125,0.0,2.516881998277347,0.01044976125,0.0,90.9
148.2,15.7,0.009351361646268737,0.00017576,2.4513944463944464,0.009368937646268737,25.3,82.1
139.7,35.8,0.007868704131540375,0.02024284625,2.3831019082487543,0.009892988756540374,24.0,71.3
112.5,34.5,0.007262450616646975,0.01728,2.380640864072634,0.008990450616646975,20.9,65.4
124.0,31.4,0.006658570408843859,0.011413325,2.1849857297679227,0.0077999029088438605,55.4,49.1
152.8,64.8,0.009366332500000001,0.02299968,2.412615424790695,0.0116663005,0.0,78.2
168.2,38.4,0.0075135925928726515,0.0020020162500000004,2.22659902014433,0.007713794217872652,78.9,55.2
124.9,105.6,0.006359653996216776,0.06551523000000001,2.2471598851711425,0.012911176996216777,25.3,51.2
153.7,71.5,0.006799139649439112,0.034127168750000006,2.18307566113904,0.010211856524439112,45.2,54.5
134.1,56.0,0.005271808688725004,0.032927635000000004,2.268540921414928,0.008564572188725004,23.6,53.3
115.6,34.4,0.0076374749999999995,0.01643032,2.446357621849823,0.009280507,0.0,71.4
119.6,10.8,0.008016919166808816,0.0,2.453704285976678,0.008016919166808816,19.8,69.9
120.4,30.6,0.00854327905139242,0.00970299,2.3828532135926186,0.00951357805139242,20.3,72.1
108.9,31.1,0.007297285000000001,0.01045678375,2.445585515496271,0.008342963375000002,0.0,70.4
136.9,10.8,0.009489289201534766,0.0,2.4487881563401723,0.009489289201534766,29.7,83.2
101.0,40.5,0.005357921936627182,0.03274759125,2.374602112284539,0.008632681061627182,21.9,52.8
105.4,32.7,0.0070199712500000015,0.013129323750000001,2.4408869591968005,0.008332903625,0.0,71.5
139.6,10.8,0.008177453338307824,0.0,2.344274361061559,0.008177453338307824,44.6,70.6
113.7,55.4,0.00795871875,0.027730607500000004,2.34045307940861,0.0107317795,0.0,70.5
137.4,10.8,0.007188720733586597,0.0,2.3391582655239356,0.007188720733586597,57.1,59.9
90.9,67.9,0.005463394611613973,0.04935896000000001,2.2654396600391076,0.010399290611613973,20.7,51.3
120.2,35.4,0.008026711723472179,0.01108717875,2.366176517785749,0.009135429598472179,19.3,72.9
109.5,34.0,0.005449338676548234,0.008986321250000002,2.3636270882916373,0.006347970801548234,26.0,54.4
94.0,40.7,0.0054598478555278,0.02197,2.3595361938865103,0.0076568478555278,23.3,55.7
112.0,38.0,0.005403518968155798,0.01581167125,2.3163047190156414,0.006984686093155798,24.1,56.3
110.3,38.8,0.005040914991065053,0.017496901250000002,2.3132031415941103,0.006790605116065053,31.9,44.1
133.6,46.6,0.008139120388849,0.03375000000000001,2.3541488205755536,0.011514120388849,18.6,71.6
137.2,35.2,0.01019683,0.00804357,2.4288917689351126,0.011001187,0.0,85.4
