local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
137.7,0.0,0.011952551824373917,0.0,1.959,0.011952551824373917,89.1,24.0,0.0
213.5,89.1,0.014952075027863615,0.5125927000000001,2.8804444444444446,0.03545578302786362,63.0,20.3,85.4
252.3,66.7,0.03264571925623231,0.079778475,2.8058333333333336,0.035836858256232305,109.5,43.6,22.2
278.6,154.0,0.024489560835385938,1.0911825000000002,3.5894907340553552,0.06813686083538595,86.8,22.6,126.0
338.1,114.8,0.058839037248383144,0.13598348750000003,3.204006660611566,0.06427837674838313,111.3,58.4,34.9
340.2,191.2,0.035160444645408635,1.089022975,3.9056901739172454,0.07872136364540863,75.3,33.4,117.8
382.0,148.7,0.06088117944120726,0.23884322500000002,3.6061335721836847,0.07043490844120726,116.3,54.2,55.4
369.7,209.6,0.024062763096682753,1.2885030125,4.690174815128051,0.07560288359668277,104.0,23.2,163.9
397.7,149.7,0.07448835720663544,0.10995783750000002,3.3655778626792263,0.07888667070663544,108.0,70.2,32.7
338.7,225.0,0.021296101838529376,1.19170035,4.9110528661939306,0.06896411583852938,94.9,16.1,153.0
396.0,166.9,0.08055487381883011,0.185920075,3.377508660475823,0.0879916768188301,103.6,72.0,37.4
370.9,233.1,0.032238236624168255,1.1065800375000001,4.909723419081482,0.07650143812416826,86.7,26.0,151.5
447.2,168.3,0.07824407579875362,0.19522867500000002,3.8319143232016457,0.08605322279875362,113.0,66.1,51.6
472.9,229.7,0.03581807471908303,1.4392031625,5.021121444963718,0.09338620121908303,102.3,27.3,168.3
477.1,163.7,0.059256319460619336,0.36015785000000006,4.244223851028001,0.07366263346061933,110.9,53.1,74.8
475.1,199.8,0.07375816290869937,0.8007122375000002,3.9874902636164102,0.10578665240869936,103.3,63.8,82.9
421.6,220.2,0.021826988877901188,1.53186585,5.524211798148949,0.08310162287790118,107.8,16.0,182.4
467.7,145.6,0.08380118810420498,0.19661288750000003,4.135397279787053,0.09166570360420498,105.4,68.1,51.1
476.6,199.9,0.016844680792765965,1.34207065,5.82405182792469,0.07052750679276597,105.7,9.0,178.4
490.4,127.2,0.07084140920088153,0.08870435000000002,4.452836002375145,0.07438958320088154,109.2,57.5,41.2
479.9,195.2,0.08638456878087127,0.4643248875,4.184529215540917,0.10495756428087126,105.4,68.7,64.5
460.1,236.1,0.030992993282580823,1.84160265,5.625783987791356,0.10465709928258082,91.3,20.0,200.4
452.1,127.0,0.08355946036793944,0.09618098750000001,4.30517276041178,0.08740669986793945,105.7,68.1,31.3
399.8,201.4,0.04492890227550679,1.174578875,5.190746448208839,0.09191205727550679,99.1,37.2,138.4
415.7,162.1,0.03264393905612895,0.814708925,5.663903801057113,0.06523229605612894,121.5,20.0,142.0
440.1,141.6,0.08008526703133137,0.0874441,4.028738832883162,0.08358303103133138,100.0,72.6,30.2
466.1,211.4,0.04793273876676483,0.789068575,5.240820728725803,0.07949548176676483,77.7,38.2,108.8
469.6,180.3,0.07666505750865307,0.35220407500000006,4.752806406654556,0.09075322050865306,111.7,59.3,75.8
457.1,216.2,0.08463393106327209,0.25934083750000003,4.451605201062224,0.0950075645632721,111.7,68.3,56.3
433.1,271.6,0.05030809010416972,1.5511946375,5.186863260488082,0.11235587560416974,96.3,38.6,159.7
443.7,208.2,0.03591659831295395,1.2242298249999999,5.711843260500577,0.08488579131295396,120.5,27.3,152.6
461.8,176.1,0.10720420112388018,0.0614125,4.040926503440264,0.10966070112388018,70.0,88.1,17.0
447.9,229.1,0.061845796868728056,0.6354533375,5.285705671559921,0.08726393036872805,95.0,48.6,101.5
391.3,222.6,0.049002814595365055,0.7331639750000001,5.246215014138693,0.07832937359536507,94.9,43.9,108.4
396.3,209.1,0.04838298829770691,0.591823575,5.414981638538189,0.07205593129770692,117.6,43.6,99.6
387.7,227.1,0.029436730192245943,1.3282557750000001,6.439758336245845,0.08256696119224595,109.6,19.4,186.0
429.7,150.7,0.07074135768703285,0.13316931250000003,4.674719901013722,0.07606813018703286,103.2,63.7,45.5
423.7,208.4,0.09911276343576694,0.06033511250000001,4.330346950715165,0.10152616793576694,89.0,85.6,16.9
395.5,280.5,0.019596399151171076,1.6655957000000001,6.618985488885139,0.08622022715117109,104.3,10.0,192.4
414.4,192.4,0.07046689790965055,0.5024746125,5.162639116443512,0.09056588240965055,91.7,57.8,78.9
